9.999999999999994449e-01,4.517539514526255906e-02,4.879500364742666435e-02,2.520247676647744406e-01,5.229125165837973377e-01,3.423321242492124439e-01,9.759000729485332870e-02,4.879500364742666435e-02,9.035079029052511812e-02,3.112658781274408315e-01,2.501082016930123442e-01,5.976143046671968106e-02,3.034663683749714846e-01,3.035883703594581262e-01,3.394673699166022018e-01,2.576032744446550837e-01,9.035079029052511812e-02,1.569412051435861155e-01,2.816747403312184761e-01,8.451542547285165186e-02,4.879500364742666435e-02,4.143709650823724777e-01,9.035079029052511812e-02,3.405223533019972604e-01,4.724045122202191194e-01,5.188745216627709267e-01,4.879500364742666435e-02,9.759000729485332870e-02,9.578414886923189986e-01,5.040495353295488812e-01,3.012578671520602658e-01,3.864367132317182429e-01,3.423562358243124049e-01,3.187677888774310131e-01,4.879500364742666435e-02,2.353959545345998550e-01,4.879500364742666435e-02,3.779644730092272115e-02,5.345224838248487792e-02,3.267715731469755802e-01,8.451542547285165186e-02,3.187677888774310131e-01,9.258200997725511971e-01,3.718678720805473348e-01,4.551294949163997017e-01,9.035079029052511812e-02,5.976143046671968106e-02,3.290450982642489919e-01,8.964214570007952854e-02,3.703280399090205788e-01,2.004977195585345429e-01,2.520247676647744406e-01,9.035079029052511812e-02,3.405223533019972604e-01,8.451542547285165186e-02,1.603567451474546268e-01,3.194382824999699583e-02,5.040495353295488812e-01,3.803194146278324750e-01,4.879500364742666435e-02,9.759000729485332870e-02,1.805950034083576017e-01,1.690308509457033315e-01,1.412470846292274984e-01,4.879500364742666435e-02,3.971731094538493712e-01,1.743420109386016603e-01,6.900655593423543621e-02,3.153348858365719320e-01
4.517539514526255906e-02,9.999999999999997780e-01,3.086066999241838249e-01,4.688072309384954534e-02,4.724555912615339970e-02,4.920678313051229241e-02,4.629100498862757096e-01,1.543033499620919125e-01,1.428571428571428215e-01,0.000000000000000000e+00,4.652421051992353812e-02,3.779644730092271976e-01,5.050762722761053397e-02,0.000000000000000000e+00,2.439750182371332454e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.962916669854650770e-02,1.406421692815486291e-01,4.008918628686365393e-01,0.000000000000000000e+00,5.241424183609591503e-02,1.428571428571428215e-01,4.307304922539480219e-02,4.393747751637467475e-02,4.688072309384954534e-02,3.086066999241838249e-01,1.543033499620919125e-01,4.454354031873739711e-02,4.688072309384954534e-02,5.292561240249630400e-02,1.309307341415953951e-01,5.698028822981897334e-02,4.800153607373192771e-02,0.000000000000000000e+00,4.652421051992353812e-02,9.258200997725514192e-01,4.780914437337574485e-01,1.690308509457033037e-01,4.920678313051229241e-02,4.008918628686365393e-01,4.800153607373192771e-02,4.879500364742665047e-02,1.603567451474546268e-01,4.962916669854650770e-02,1.428571428571428215e-01,3.779644730092271976e-01,4.335549847620599057e-02,9.449111825230679940e-02,1.463850109422799584e-01,5.763904177042349086e-02,4.688072309384954534e-02,2.857142857142856429e-01,4.307304922539480219e-02,1.336306209562121705e-01,1.690308509457033037e-01,1.010152544552210679e-01,9.376144618769909067e-02,8.908708063747479422e-02,3.086066999241838249e-01,4.629100498862757096e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.962916669854650770e-02,0.000000000000000000e+00,1.345683912048769582e-01,0.000000000000000000e+00,4.364357804719847800e-01,4.335549847620599057e-02
4.879500364742666435e-02,3.086066999241838249e-01,1.000000000000000222e+00,2.531848417709167132e-01,5.103103630798288409e-02,5.314940034527339957e-02,3.333333333333334259e-01,1.666666666666667129e-01,1.543033499620919125e-01,0.000000000000000000e+00,2.512594538148030243e-01,4.082482904638630727e-01,5.455447255899810444e-02,0.000000000000000000e+00,5.270462766947298788e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.360562674188974058e-02,5.063696835418333986e-02,2.886751345948129210e-01,0.000000000000000000e+00,5.661385170722979532e-02,1.543033499620919125e-01,4.652421051992355200e-02,4.745789978762495614e-02,5.063696835418333986e-02,3.333333333333334259e-01,1.666666666666667129e-01,4.811252243246882249e-02,5.063696835418333986e-02,5.716619504750294900e-02,4.714045207910316782e-02,6.154574548966637582e-02,5.184758473652126970e-02,0.000000000000000000e+00,2.010075630518424195e-01,3.333333333333334259e-01,7.745966692414835153e-01,1.825741858350553859e-01,5.314940034527339957e-02,2.886751345948129210e-01,5.184758473652126970e-02,5.270462766947298788e-02,5.773502691896258143e-02,5.360562674188974058e-02,1.543033499620919125e-01,4.082482904638630727e-01,4.682929057908469944e-02,1.020620726159657682e-01,5.270462766947298788e-02,6.225728063646904231e-02,1.519109050625500335e-01,3.086066999241838249e-01,4.652421051992355200e-02,1.443375672974064605e-01,1.825741858350553859e-01,1.091089451179962089e-01,5.063696835418333986e-02,0.000000000000000000e+00,1.000000000000000222e+00,3.333333333333334259e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.360562674188974058e-02,0.000000000000000000e+00,4.845015831115092458e-02,0.000000000000000000e+00,4.714045207910317892e-01,4.682929057908469944e-02
2.520247676647744406e-01,4.688072309384954534e-02,2.531848417709167132e-01,1.000000000000000444e+00,3.565998619439743611e-01,3.714027814591853160e-01,1.012739367083666797e-01,5.063696835418333986e-02,4.688072309384954534e-02,2.668391946820040106e-01,9.618600860701232991e-01,6.201736729460423370e-02,3.812212878757826884e-01,3.465533949958167770e-01,3.202563076101742623e-01,2.004956637093508465e-01,2.031498000733480136e-01,2.605849367937825845e-01,2.923076923076923794e-01,8.770580193070291741e-02,5.063696835418333986e-02,1.892057519422898904e-01,4.688072309384954534e-02,2.827013970960878253e-01,3.172123904006598494e-01,3.538461538461539213e-01,5.063696835418333986e-02,5.063696835418333986e-02,2.631174057921088494e-01,3.692307692307693068e-01,1.389466948583749639e-01,4.153466269428710556e-01,2.804840970025371805e-01,3.623058220410811936e-01,5.063696835418333986e-02,9.465924656563118322e-01,5.063696835418333986e-02,1.961161351381840445e-01,5.547001962252291751e-02,3.714027814591853160e-01,1.315587028960543692e-01,3.623058220410811936e-01,2.562050460881394320e-01,3.859055284950928533e-01,1.954387025953369106e-01,9.376144618769909067e-02,6.201736729460423370e-02,2.845551966122361054e-01,9.302605094190635748e-02,3.202563076101742623e-01,3.215570348394520828e-01,9.384615384615387912e-01,9.376144618769909067e-02,2.827013970960878253e-01,4.385290096535145871e-02,5.547001962252291751e-02,3.314967720658979627e-02,3.538461538461539213e-01,4.092937423432803645e-01,2.531848417709167132e-01,1.012739367083666797e-01,2.385247352935949694e-01,3.157408869505305415e-01,2.605849367937825845e-01,5.063696835418333986e-02,4.268862291693044098e-01,2.171079060755820300e-01,7.161148740394331080e-02,2.703274367816242973e-01
5.229125165837973377e-01,4.724555912615339970e-02,5.103103630798288409e-02,3.565998619439743611e-01,1.000000000000000000e+00,3.417458913246627095e-01,1.530931089239486453e-01,5.103103630798288409e-02,4.724555912615339970e-02,2.830692585361489488e-01,3.538880365655815985e-01,6.250000000000000000e-02,3.674842076295835591e-01,3.175003175004763034e-01,3.227486121839513444e-01,2.245066275334686168e-01,1.259881576697423899e-01,2.626128657194450877e-01,3.100868364730211546e-01,1.325825214724776491e-01,1.020620726159657682e-01,2.773500981126145737e-01,4.724555912615339970e-02,2.991465132065496135e-01,9.299811099505541634e-01,9.302605094190633528e-01,5.103103630798288409e-02,1.530931089239486453e-01,5.303300858899105963e-01,9.457648512427143661e-01,3.500700210070024077e-01,3.897114317029973796e-01,6.972449843360782884e-01,3.492503492505238949e-01,1.020620726159657682e-01,3.385016001931649976e-01,5.103103630798288409e-02,3.952847075210474265e-02,5.590169943749474096e-02,3.580195051972656639e-01,8.838834764831843271e-02,3.333753333755001269e-01,5.325352101035197849e-01,3.358757210636100221e-01,2.954394739343757514e-01,1.417366773784601852e-01,6.250000000000000000e-02,3.154466340720223916e-01,1.562500000000000000e-01,3.227486121839513444e-01,2.668724980820582071e-01,3.565998619439743611e-01,1.417366773784601852e-01,2.991465132065496135e-01,4.419417382415921636e-02,5.590169943749474096e-02,3.340765523905304957e-02,9.302605094190633528e-01,3.830161731427132454e-01,5.103103630798288409e-02,1.530931089239486453e-01,2.575510574037919165e-01,3.358757210636100776e-01,2.626128657194450877e-01,1.020620726159657682e-01,4.153735803678486604e-01,2.734968590585522552e-01,7.216878364870323026e-02,3.011081507051122652e-01
3.423321242492124439e-01,4.920678313051229241e-02,5.314940034527339957e-02,3.714027814591853160e-01,3.417458913246627095e-01,1.000000000000000000e+00,1.062988006905467991e-01,5.314940034527339957e-02,4.920678313051229241e-02,3.095608194081522768e-01,3.685783847169203931e-01,6.509445549041194268e-02,8.698612507990264309e-01,9.259044608005433386e-01,2.857243743174461281e-01,1.870609494179822918e-01,1.312180883480327520e-01,2.735142639805431264e-01,2.260712582795040837e-01,1.841149235796646910e-01,5.314940034527339957e-02,2.347013970190886811e-01,4.920678313051229241e-02,3.264008735685979268e-01,3.329513768273013596e-01,3.229589403992915719e-01,5.314940034527339957e-02,1.062988006905467991e-01,2.761723853694970643e-01,3.229589403992915719e-01,1.640708452869688305e-01,3.457571728813012557e-01,2.551473183931294297e-01,8.928364443433810527e-01,5.314940034527339957e-02,3.525532375553151465e-01,5.314940034527339957e-02,4.116934847963091976e-02,5.822225097395820198e-02,9.152542372881355970e-01,4.602873089491617276e-02,9.424384690291244260e-01,3.193390065900867936e-01,2.945838777274635278e-01,2.393249809829752495e-01,9.841356626102458482e-02,6.509445549041194268e-02,3.285412300992244239e-01,9.764168323561792096e-02,2.857243743174461281e-01,2.580970963705468968e-01,3.714027814591853160e-01,1.968271325220491696e-01,3.264008735685979268e-01,1.841149235796646910e-01,5.822225097395820198e-02,1.043833500958831761e-01,3.229589403992915719e-01,3.375440265627186465e-01,5.314940034527339957e-02,1.062988006905467991e-01,3.218908001794495988e-01,2.577608930115305452e-01,2.222303394841912971e-01,5.314940034527339957e-02,3.553633668002305068e-01,3.228300746867464599e-01,1.503292056005658128e-01,3.136075378219869148e-01
9.759000729485332870e-02,4.629100498862757096e-01,3.333333333333334259e-01,1.012739367083666797e-01,1.530931089239486453e-01,1.062988006905467991e-01,1.000000000000000222e+00,1.666666666666667129e-01,1.543033499620919125e-01,9.245003270420486252e-02,1.005037815259212097e-01,4.082482904638630727e-01,1.091089451179962089e-01,5.184758473652126970e-02,1.054092553389459758e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.608168802256692287e-01,1.012739367083666797e-01,5.773502691896258421e-01,3.333333333333334259e-01,1.132277034144595906e-01,1.543033499620919125e-01,1.395726315597706491e-01,1.423736993628748615e-01,2.025478734167333872e-01,3.333333333333334259e-01,1.666666666666667129e-01,9.622504486493764497e-02,2.025478734167333872e-01,2.286647801900117960e-01,9.428090415820633563e-02,2.461829819586655033e-01,1.036951694730425394e-01,1.666666666666667129e-01,1.005037815259212097e-01,3.333333333333334259e-01,5.163977794943223065e-01,1.825741858350553859e-01,1.062988006905467991e-01,5.773502691896258421e-01,1.036951694730425394e-01,1.054092553389459758e-01,1.154700538379251629e-01,1.072112534837794812e-01,4.629100498862757651e-01,4.082482904638630727e-01,1.404878717372541053e-01,5.103103630798287993e-01,1.054092553389459758e-01,1.245145612729380846e-01,1.012739367083666797e-01,4.629100498862757651e-01,1.395726315597706491e-01,1.443375672974064605e-01,1.825741858350553859e-01,1.091089451179962089e-01,2.531848417709167132e-01,4.811252243246882249e-02,3.333333333333334259e-01,1.000000000000000222e+00,5.607721540920444087e-02,5.773502691896258143e-02,1.608168802256692287e-01,1.666666666666667129e-01,9.690031662230184917e-02,1.190982668350827473e-01,4.714045207910317892e-01,1.873171623163387700e-01
4.879500364742666435e-02,1.543033499620919125e-01,1.666666666666667129e-01,5.063696835418333986e-02,5.103103630798288409e-02,5.314940034527339957e-02,1.666666666666667129e-01,1.000000000000000222e+00,3.086066999241838249e-01,0.000000000000000000e+00,5.025189076296060486e-02,2.041241452319315364e-01,5.455447255899810444e-02,0.000000000000000000e+00,5.270462766947298788e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.072112534837794812e-01,5.063696835418333986e-02,1.443375672974064605e-01,1.666666666666667129e-01,5.661385170722979532e-02,1.543033499620919125e-01,4.652421051992355200e-02,4.745789978762495614e-02,5.063696835418333986e-02,3.333333333333334259e-01,3.333333333333334259e-01,4.811252243246882249e-02,5.063696835418333986e-02,5.716619504750294900e-02,4.714045207910316782e-02,6.154574548966637582e-02,5.184758473652126970e-02,3.333333333333334259e-01,0.000000000000000000e+00,1.666666666666667129e-01,1.290994448735805766e-01,3.651483716701107718e-01,5.314940034527339957e-02,2.886751345948129210e-01,5.184758473652126970e-02,5.270462766947298788e-02,5.773502691896258143e-02,5.360562674188974058e-02,3.086066999241838249e-01,2.041241452319315364e-01,4.682929057908469944e-02,1.020620726159657682e-01,5.270462766947298788e-02,6.225728063646904231e-02,5.063696835418333986e-02,1.543033499620919125e-01,9.304842103984710400e-02,1.443375672974064605e-01,1.825741858350553859e-01,1.091089451179962089e-01,5.063696835418333986e-02,0.000000000000000000e+00,1.666666666666667129e-01,1.666666666666667129e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.072112534837794812e-01,1.666666666666667129e-01,4.845015831115092458e-02,0.000000000000000000e+00,2.357022603955158946e-01,4.682929057908469944e-02
9.035079029052511812e-02,1.428571428571428215e-01,1.543033499620919125e-01,4.688072309384954534e-02,4.724555912615339970e-02,4.920678313051229241e-02,1.543033499620919125e-01,3.086066999241838249e-01,9.999999999999997780e-01,0.000000000000000000e+00,4.652421051992353812e-02,1.889822365046135988e-01,5.050762722761053397e-02,0.000000000000000000e+00,4.879500364742665047e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.925833339709301539e-02,4.688072309384954534e-02,1.336306209562121705e-01,1.543033499620919125e-01,1.048284836721918301e-01,2.857142857142856429e-01,4.307304922539480219e-02,4.393747751637467475e-02,4.688072309384954534e-02,3.086066999241838249e-01,4.629100498862757651e-01,8.908708063747479422e-02,4.688072309384954534e-02,5.292561240249630400e-02,4.364357804719846273e-02,5.698028822981897334e-02,4.800153607373192771e-02,1.543033499620919125e-01,0.000000000000000000e+00,1.543033499620919125e-01,1.195228609334393621e-01,3.380617018914066074e-01,4.920678313051229241e-02,4.008918628686365393e-01,4.800153607373192771e-02,9.759000729485330095e-02,5.345224838248487098e-02,1.488875000956395300e-01,4.285714285714284921e-01,1.889822365046135988e-01,4.335549847620599057e-02,9.449111825230679940e-02,4.879500364742665047e-02,5.763904177042349086e-02,4.688072309384954534e-02,1.428571428571428215e-01,4.307304922539480219e-02,1.336306209562121705e-01,5.070925528371099666e-01,1.010152544552210679e-01,4.688072309384954534e-02,0.000000000000000000e+00,1.543033499620919125e-01,1.543033499620919125e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.925833339709301539e-02,1.543033499620919125e-01,4.485613040162565734e-02,0.000000000000000000e+00,2.182178902359923900e-01,4.335549847620599057e-02
3.112658781274408315e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.668391946820040106e-01,2.830692585361489488e-01,3.095608194081522768e-01,9.245003270420486252e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.648099698355786957e-01,0.000000000000000000e+00,2.723523897009610950e-01,3.307384524122541358e-01,2.484997721369915369e-01,1.830266628259689110e-01,1.854495467547288556e-01,2.973505167250262149e-01,1.825741858350553581e-01,8.006407690254355169e-02,1.386750490563072868e-01,1.727204305808651141e-01,0.000000000000000000e+00,9.419550877188294091e-01,2.632490632463281854e-01,2.808833628231620638e-01,9.245003270420486252e-02,0.000000000000000000e+00,2.802242691589025281e-01,2.808833628231620638e-01,2.378257470772470183e-01,3.530090432487311691e-01,2.389760596996216013e-01,3.019785869851016047e-01,1.386750490563072868e-01,2.787473366690302323e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.243018108085404805e-01,0.000000000000000000e+00,3.019785869851016047e-01,2.777350394472258843e-01,2.882306768491568749e-01,1.635427841987644459e-01,8.559209850218256477e-02,1.132277034144595629e-01,9.351438002390359827e-01,1.132277034144595629e-01,2.484997721369915369e-01,1.726706289274926309e-01,2.808833628231621193e-01,8.559209850218256477e-02,9.290515933665166592e-01,1.601281538050871034e-01,0.000000000000000000e+00,3.026137663344011935e-02,2.808833628231620638e-01,3.736323588785366301e-01,0.000000000000000000e+00,9.245003270420486252e-02,1.088711483693754756e-01,1.441153384245784097e-01,2.676154650525235934e-01,9.245003270420486252e-02,3.493790601904047666e-01,1.816755379546389770e-01,0.000000000000000000e+00,8.831913668924227245e-01
